city,name,review_count,rating,category,attributes,longitude,latitude
Hong Kong,Tian Tan Buddha,13865,4.6,Monument,"260 steps lead up to this immense Buddha made of bronze, with carved bell, museum and relics inside.",113.904937,22.2539375
Hong Kong,Ocean Park,27703,4.3,Amusement park,"Theme park with rollercoasters & water rides, a cable car & a marine park with animal enclosures.",114.175687,22.2466875
Hong Kong,Kwong Hon Terrace Garden,76,4.1,Park,,114.151813,22.2824375
Hong Kong,Quarry Bay Park,1260,4.1,Park,"Urban bayside park with tennis & basketball courts, soccer field, playgrounds & exercise equipment.",114.215438,22.2884375
Hong Kong,Kadoorie Farm and Botanic Garden,2400,4.3,Botanical garden,"Conservation area on 148 hectares with themed gardens & wildlife, plus walking paths & guided tours.",114.117938,22.4333125
Hong Kong,Fairy Tale Forest,79,4.3,Amusement park ride,,114.040063,22.3120625
Hong Kong,Aberdeen Country Park,2258,4.2,Country park,"Scenic parkland offering nature & fitness trails, picnic areas & a tree conservation center.",114.166563,22.2600625
Hong Kong,Ocean Park Thrill Mountain,145,4.4,Theme park,,114.171437,22.2346875
Hong Kong,Fu Shan Viewing Point Viewing of Chinese White Dolphins,620,4.3,Observation deck,,113.857813,22.2596875
Hong Kong,Tamar Park,1091,4.3,Park,"Slender green space with open lawn areas, views of Victoria Harbour, public art & an amphitheatre.",114.165812,22.2815625
Hong Kong,Hong Kong House of Stories,37,3.9,Heritage museum,,114.174062,22.2739375
Hong Kong,Giant Panda Adventure,305,4.4,Zoo,,114.176687,22.2455625
Hong Kong,Repulse Bay Beach,5101,4.3,Tourist attraction,"Popular swimming beach with a protective barrier & a long sweep of fine, white sand.",114.196313,22.2364375
Hong Kong,Graham Street Market,81,4.0,Market,,114.153562,22.2829375
Hong Kong,Stephen Hui Geological Museum The University of Hong Kong,86,4.4,Natural history museum,,114.137563,22.2825625
Hong Kong,Hong Kong Temple,257,4.6,Church of Jesus Christ of Latter-day Saints,,114.177312,22.3404375
Hong Kong,Tsin Yue Wan,50,3.8,Tourist attraction,,113.841813,22.2178125
Hong Kong,Hong Kong Museum of Art,2018,4.4,Art museum,"Hong Kong's main art museum, featuring mostly Chinese paintings, sculptures & drawings.",114.172187,22.2934375
Hong Kong,Pacific Pier,168,4.3,Aquarium,,114.169687,22.2329375
Hong Kong,Hong Kong Racing Museum,321,4.2,Museum,Museum with various exhibits & artifacts tracing the history of horse racing in Hong Kong.,114.180062,22.2744375
Hong Kong,UNESCO Geopark Volcano Discovery Centre,185,4.1,Museum,,114.274063,22.3824375
Hong Kong,Sam Tung Uk Museum,603,4.0,Museum,"Restored museum, opened in 1987, with interactive exhibits exploring life in a Hakka walled village.",114.120313,22.3719375
Hong Kong,Shrine of the Earth God,32,3.6,Tourist attraction,,114.005812,22.4464375
Hong Kong,Hong Kong Zoological and Botanical Gardens Green House,350,4.2,Greenhouse,"Greenhouse with exhibits of tropical flora such as orchids, bromeliads & carnivorous plants.",114.156062,22.2768125
Hong Kong, Tai Cham Koi,270,4.2,Tourist attraction,,114.341063,22.4038125
Hong Kong,The Cenotaph,148,4.4,Memorial park,"Originally built in 1923, this iconic stone memorial commemorates the dead from both world wars.",114.160562,22.2815625
Hong Kong,Sik Sik Yuen Wong Tai Sin Temple,4929,4.2,Place of worship,"Built with feng shui elements, this Taoist shrine to Wong Tai Sin is considered a source of luck.",114.193312,22.3426875
Hong Kong,Iron Man Tech Showcase,57,4.3,Tourist attraction,,114.042438,22.3140625
Hong Kong,Ap Lei Chau Bridge,317,4.1,Bridge,,114.159687,22.2455625
Hong Kong,Kiu Tsui Country Park,603,4.2,Country park,,114.295438,22.3611875
Hong Kong,Rickshaw Sightseeing Bus,79,4.1,Tourist attraction,,114.160312,22.2865625
Hong Kong,Jamia Mosque,275,4.5,Mosque,"Built in 1890, this rectangular mosque features an arched entrance & Arabesque windows.",114.151813,22.2801875
Hong Kong,The Hong Kong Jockey Club Sichuan Treasures,145,4.1,Amusement park,,114.175437,22.2454375
Hong Kong,Sea Jelly Spectacular,173,4.4,Aquarium,,114.172437,22.2333125
Hong Kong,Sai Kung Seafood Street,2171,4.0,Tourist attraction,,114.272063,22.3794375
Hong Kong,Tsing Yi Park,2362,4.0,Park,"Recreational park offering a small lake, amphitheater, walking paths, a tennis court & soccer field.",114.105688,22.3559375
Hong Kong,Hong Kong Museum of History,7110,4.4,Local history museum,Large museum showcasing the history & culture of Hong Kong from prehistoric to modern times.,114.177312,22.3018125
Hong Kong,Sai Kung Waterfront Park,438,4.1,Park,"Tranquil, leafy park overlooking the port & featuring a pond, playground, restaurants & a pavilion.",114.274437,22.3824375
Hong Kong,Tsing Ma Bridge,1383,4.3,Bridge,,114.073312,22.3511875
Hong Kong,Tsui Sing Lau Pagoda,338,3.9,Heritage building,"Hexagonal pagoda with 3 tiers, built more than 600 years ago & now part of a heritage trail.",114.00625,22.44875
Hong Kong,Mai Po Nature Reserve,551,4.4,Nature preserve,"Wetland sanctuary with 1000s of migratory birds & insects, plus tours of the marshes & shrimp ponds.",114.033938,22.4950625
Hong Kong,Edward Youde Aviary,503,4.5,Bird watching area,"Lush aviary with dense foliage, pools & waterfalls featuring a wide variety of exotic & rare birds.",114.160438,22.2764375
Hong Kong,Hong Kong Museum of Coastal Defence,1023,4.2,Local history museum,Museum at the historic Lei Yue Mun Fort tracing 600 years of Hong Kong's coastal defenses.,114.235688,22.2818125
Hong Kong,Ten Thousand Buddhas Monastery,1941,4.4,Buddhist temple,"A long flight of steep steps leads to this sizable, intricate Buddhist temple with lots of statues.",114.184813,22.3875625
Hong Kong,Hong Kong Park,1122,4.4,Park,"Park featuring verdant gardens with water features, an aviary, a playground & a squash facility.",114.160812,22.2769375
Hong Kong,Tarzan's Treehouse,68,4.1,Tourist attraction,,114.041688,22.3113125
Hong Kong,Reclining Rock,107,3.9,Tourist attraction,,114.018188,22.1985625
Hong Kong,Hong Kong Disneyland Hyperspace Mountain,138,4.5,Theme park,,114.041188,22.3139375
Hong Kong,Hutchison Park,809,4.0,Park,"Peaceful, landscaped green space for exercising & quiet walks, with ponds home to turtles.",114.190938,22.3075625
Hong Kong,Hong Kong Cultural Centre,7748,4.2,Cultural center,"Cultural center with a huge concert hall & a 3-tiered theatre, plus a studio theatre & gallery.",114.170312,22.2938125
Hong Kong,Harbour Promenade,45,4.4,Tourist attraction,,114.172812,22.2931875
Hong Kong,Wan Chai Park,613,3.8,Park,,114.176187,22.2756875
Hong Kong,Mai Po Wetlands,72,4.6,Tourist attraction,,114.042188,22.4878125
Hong Kong,Yaumatei Tin Hau Temple,1132,4.0,Taoist temple,Historic temple compound on the square consisting of 5 different colorful temples in a row.,114.170562,22.3099375
Hong Kong,The Garden of Stars,398,4.1,Garden,Popular film stars are honored in a handprint installation modeled after Hollywood's Walk of Fame.,114.175937,22.2965625
Hong Kong,Noah's Ark Hong Kong Theme Park,563,3.9,Theme park,"Life-size statues of animal pairs in a verdant garden around a colossal ark, plus an adventure area.",114.061563,22.3483125
Hong Kong,Madame Tussauds Hong Kong,3586,4.3,Wax museum,Museum chain for life-size wax replicas of famous Americans & historic icons in themed galleries.,114.149688,22.2711875
Hong Kong,Castle of Magical Dreams,27,4.4,Tourist attraction,Musical shows & encounters with princesses like Cinderella & Snow White in a fairytale castle.,114.041063,22.3125625
Hong Kong,Cheung Chau Rock Carvings,134,3.8,Tourist attraction,,114.032688,22.2079375
Hong Kong,Tsz Shan Monastery,3329,4.6,Buddhist temple,"Peaceful Buddhist temple, opened in 2015, that allows limited visitors by online appointment only.",114.205812,22.4741875
Hong Kong,Flagstaff House Museum of Tea Ware,512,4.2,Museum,"An 1846 colonial home exhibiting the history of Chinese teaware & culture, plus a cafe serving tea.",114.162562,22.2784375
Hong Kong,Hong Kong Zoological and Botanical Gardens,16,4.5,Park,,114.156313,22.2778125
Hong Kong,Mystic Manor,2222,4.5,Theme park,"Haunted house-themed ride in a fictitious lord’s mansion, with animatronic figures & HD visuals.",114.040938,22.3099375
Hong Kong,Snoopy World,536,4.1,Entertainment and recreation,"The American cartoon dog, Snoopy, is the theme at this family attraction with a museum & rides.",114.188688,22.3818125
Hong Kong,Dr Sun Yat-sen Museum,1515,4.2,History museum,"Museum devoted to the Republic of China's revolution & its founder & first president, Sun Yat-sen.",114.150812,22.2819375
Hong Kong,Victoria Peak Pavillion,626,4.5,Tourist attraction,,114.143438,22.2740625
Hong Kong,YUEN KONG CHAU,,,Tourist attraction,,114.367063,22.3258125
Hong Kong,Victoria Park,4418,4.1,Park,"Large park with areas for soccer, volleyball, roller skating & basketball, plus a pool & play area.",114.188688,22.2823125
Hong Kong,Victoria Peak's Lions Pavilion,495,4.6,Observation deck,,114.150812,22.2709375
Hong Kong,Lovers' Rock,680,3.9,Tourist attraction,"Granite monolith & pilgrimage site for romantic hopefuls, set on a bluff on a popular hiking trail.",114.176437,22.2709375
Hong Kong,Silvermine Waterfall,940,3.9,Tourist attraction,,113.991563,22.2735625
Hong Kong,Central-Mid-Levels Escalators,7403,4.0,Scenic spot,,114.154937,22.2838125
Hong Kong,Stanley Market,6823,4.0,Market,"Bustling, old-school street market with vendors selling apparel, crafts & souvenirs.",114.212688,22.2181875
Hong Kong,Lam Tsuen Wishing Tree,3387,3.8,Tourist attraction,Banyan tree (now a plastic replacement) into which visitors throw wishes attached to oranges.,114.142438,22.4568125
Hong Kong,Kowloon Walled City Park,3143,4.2,Park,"Park completed in 1995 in Jiangnan garden style of early Qing Dynasty, divided into 8 scenic zones.",114.190313,22.3321875
Hong Kong,Hong Kong Heritage Museum,5947,4.3,Heritage museum,"Local museum with various displays about Hong Kong heritage, including opera, design & Bruce Lee.",114.185313,22.3770625
Hong Kong,Good Wish Garden,34,4.4,Garden,,114.193688,22.3429375
Hong Kong,Kowloon Public Pier,966,4.4,Tourist attraction,Pier offering public access to boat & ferry services around Hong Kong & its nearby islands.,114.169687,22.2930625
Hong Kong,The Peak Tram,12924,4.2,Transportation service,Victorian-era train taking visitors to the highest peak on Hong Kong island for views of the city.,114.159187,22.2776875
Hong Kong,Iron Man Experience,2049,4.6,Theme park,"Amusement park ride based around the Marvel super hero, with high-tech effects & Hong Kong scenery.",114.042688,22.3144375
Hong Kong,Forsgate Conservatory,203,4.3,Botanical garden,,114.162187,22.2771875
Hong Kong,Po Lin Monastery,8546,4.4,Buddhist temple,"Colorful hillside monastery & site of the landmark, 34-m. bronze Tian Tan Buddha statue.",113.908062,22.2554375
Hong Kong,Avenue of Stars,10478,4.2,Scenic spot,"Promenade with handprints & plaques honoring Hong Kong film stars, plus a Bruce Lee statue.",114.174187,22.2930625
Hong Kong,Man Mo Temple,4657,4.2,Taoist temple,"1800s temple featuring a lavish, traditional interior with dozens of incense spirals overhead.",114.150188,22.2839375
Hong Kong,Stanley Promenade,658,4.3,Park,Tree-shaded bay front boardwalk promenade lined with al fresco cafes & public bathrooms.,114.211437,22.2184375
Hong Kong,Lan Kwai Fong,7867,4.2,Cultural landmark,,114.155438,22.2810625
Hong Kong,Old Hong Kong,68,3.9,Theme park,"Antique trams, quaint streets & old-school shops make up this replica of mid-20th-century Hong Kong.",114.176437,22.2461875
Hong Kong,Hair Raiser,504,4.6,Theme park,"Amusement park with a variety of rides, including a mountainside rollercoaster with dramatic views.",114.172437,22.2353125
Hong Kong,Temple Street Night Market,17099,3.8,Night market,"Everything from trinkets, jade & antiques to electronics & watches sold in a bustling night market.",114.169937,22.3065625
Hong Kong,Adventureland,1846,4.4,Theme park,"Large, jungle-themed area inside Disneyland with whimsical rides, shops & restaurants.",114.041688,22.3116875
Hong Kong,Tai Kwun - Centre for Heritage and Arts,9952,4.3,Heritage building,"Large complex comprised of new & landmark buildings with art shows, antique stores & bars/eateries.",114.153937,22.2813125
Hong Kong,Ngong Ping 360,13287,4.5,Gondola lift station,"25-minute cable-car ride to 'village' of tourist attractions and activities, shops and restaurants.",113.901437,22.2563125
Hong Kong,The Peak Tower,24477,4.3,Tourist attraction,"Leisure & shopping complex with tram terminal, viewing terrace, exhibitions & modern architecture.",114.149938,22.2711875
Hong Kong,Nan Lian Garden,1121,4.4,City park,"Tang Dynasty-style garden park featuring tranquil walking paths, waterfalls, koi ponds & a cafe.",114.204563,22.3395625
Hong Kong,Hong Kong UNESCO Global Geopark,236,4.5,Tourist attraction,Sizable park featuring 2 geological regions with distinct rock formations & educational exhibits.,114.375563,22.3645625
Hong Kong,Soho Hong Kong,3600,4.1,Tourist attraction,"Trendy bars, restaurants & shops, plus art galleries, line the streets of this vibrant destination.",114.152812,22.2815625
Hong Kong,Hong Kong Space Museum,5492,4.1,Science museum,"Waterside egg-shaped building with planetarium and Omnimax films, plus space and astronomy exhibits.",114.171937,22.2943125
Hong Kong,Former Kowloon-Canton Railway Clock Tower,4156,4.3,Historical landmark,"Sweeping bay views are offered from this iconic landmark, once the site of the Kowloon Station.",114.169562,22.2935625
Hong Kong,Sky 100 Hong Kong Observation Deck,6044,4.3,Observation deck,"Indoor observation deck on the 100th floor with high-tech telescopes, interactive exhibits & a cafe.",114.160188,22.3034375
Hong Kong,Hong Kong Disneyland,45950,4.4,Theme park,"Famous theme park complex featuring 7 areas with rides, shows and welcoming costumed characters.",114.041313,22.3129375
Hong Kong,Miu Fat Buddhist Monastery,432,4.1,Buddhist temple,"Complex featuring a temple with ornate Buddha statues, a garden & modern building with city views.",113.984063,22.4196875
Hong Kong,Sha Chau and Lung Kwu Chau Marine Park,5,4.0,Park,,113.882563,22.3633125
Hong Kong,Po Kong Village Road Park,1412,4.1,Park,"A 22-acre park with soccer fields, a raised cycle track, running trail, playgrounds & skate park.",114.204687,22.3435625
Hong Kong,Tsang Tai Uk,204,3.9,Historical landmark,"Fortified Hakka village built in the mid-1800s with a courtyard, ancestral hall & 4 guard towers.",114.190563,22.3739375
Hong Kong,Fung Yuen Butterfly Reserve,362,4.0,Nature preserve,,114.179437,22.4671875
Hong Kong,Art Museum The Chinese University of Hong Kong,156,4.2,Museum,"Museum exploring Chinese culture through paintings, calligraphy & ceramics, with guided tours.",114.206188,22.4193125
Hong Kong,Law Uk Folk Museum,196,3.3,Museum,,114.235438,22.2643125
Hong Kong,Jockey Club Tak Wah Park,1951,3.6,Park,"City park modeled after a Chinese garden, with ornamental lakes, pavilions & a giant chess set.",114.118438,22.3701875
Hong Kong,Hong Kong Jockey Club Atrium,9,4.1,Scenic spot,,114.263688,22.3375625
Hong Kong,Hang Hau Man Kuk Lane Park,1353,4.1,Park,"Serene landscaped area with 6 bowling greens, plus a Chinese garden & a fish pond.",114.265438,22.3130625
Hong Kong,Shek O Country Park,2711,4.4,Country park,"Lush parkland offering forested hiking trails to summit vistas, a beach area & BBQ sites.",114.232688,22.2540625
Hong Kong,Lung Fu Shan Morning Trail,606,4.4,Hiking area,,114.138688,22.2795625
Hong Kong,Gallery by the Harbour,33,4.2,Art gallery,,114.168687,22.2979375
Hong Kong,Lantau South Country Park,1358,4.3,Country park,Vast natural area known for hiking trails & for offering panoramic island & sea views.,113.984438,22.2566875
Hong Kong,Kiang Malingue,41,4.2,Art gallery,,114.148688,22.2504375
Hong Kong,Lion Rock Park,1489,4.3,Park,"Leafy 12.5-acre mountain park with a playground, footpaths, conservation area & barbecue facilities.",114.184313,22.3449375
Hong Kong,Pui O Beach,1487,4.2,Beach pavillion,"Quiet beach with fine sand, offering a limited range of facilities, swimming & sunbathing.",113.976813,22.2396875
Hong Kong,Hong Kong Catholic Cathedral of the Immaculate Conception,569,4.6,Catholic cathedral,"Elegant late-1880s Gothic cathedral, with a Latin cross-shaped interior & stained glass windows.",114.153937,22.2791875
Hong Kong,Kung Chung Temple,69,4.3,Buddhist temple,,114.136938,22.4919375
Hong Kong,Amazing Asian Animals,228,4.3,Zoo,,114.176313,22.2455625
Hong Kong,Ancient Kiln Park and Hong Kong International Airport Historical Garden,84,3.4,Park,,113.934813,22.2964375
Hong Kong,Chai Wan Park,1710,3.9,Park,"Fish, turtles & water lilies in a tranquil pond surrounded by palms, flower beds & fountains.",114.238438,22.2666875
Hong Kong,Tang Contemporary Art Hong Kong,54,4.1,Art gallery,,114.155312,22.2829375
Hong Kong,South Bay Beach,638,4.3,Beach pavillion,,114.197437,22.2249375
Hong Kong,Hong Kong Self-Guided Walking Tours,,,Tourist attraction,,114.164562,22.2835625
Hong Kong,Duddell Street Steps and Gas Lamps,710,4.0,Historical landmark,Well-known site featuring a late-1800s granite staircase with 4 functioning gaslamps.,114.156687,22.2796875
Hong Kong,Hong Kong Visual Arts Centre,240,4.0,Art center,Cultural hub in a former barracks featuring exhibitions by local artists & studio facilities.,114.159437,22.2766875
Hong Kong,Hong Kong Science Museum,1471,4.4,Museum,"Interactive, kid-friendly place with 500+ displays about energy, airplanes & other science subjects.",114.177687,22.3010625
Hong Kong,Pak Tso Wan,74,4.2,Tourist attraction,,114.021687,22.1975625
Istanbul,15th of July Martyrs Bridge,8862,4.5,Bridge,,29.0341875,41.0455625
Istanbul,nizam camii,172,4.3,Mosque,,29.1169375,40.8639375
Istanbul,Landmark 1923,5,5.0,Tourist attraction,,29.0096875,41.0258125
Istanbul,Fatih Sultan Mehmet Bridge,1813,4.7,Bridge,,29.0614375,41.0914375
Istanbul,Stairs with Portrait,3,5.0,Tourist attraction,,28.9849375,41.0284375
Istanbul,IBB Idealtepe 50th Year Park,2624,4.5,Park,"Large green space with jogging paths, shady picnic spots & facilities for basketball & volleyball.",29.1233125,40.9408125
Istanbul,Yste-en-boules,,,Tourist attraction,,29.0176875,41.0198125
Istanbul,Kurueme Park,1928,4.5,Park,,29.0380625,41.0614375
Istanbul,Museum Square,,,Tourist attraction,,28.9821875,41.0268125
Istanbul,Alman Deresi Yuruyus Parki Hiking Trail,174,4.7,Hiking area,,29.0293125,41.0836875
Istanbul,Mother and baby statue,5,4.2,Tourist attraction,,28.9896875,41.0311875
Istanbul,Arts and Nations Meet-Up Group,,,Tourist attraction,,28.9808125,41.0385625
Istanbul,Neviye Soka Merdivenleri,6,3.5,Tourist attraction,,28.9678125,41.0051875
Istanbul,New Great Istanbul Square Yini Maydan,5,4.4,Tourist attraction,,28.7715625,41.1193125
Istanbul,Golden Horn Bridge,7538,4.5,Bridge,"River crossing over the Golden Horn, for trains & pedestrians, renowned for its city & sunset views.",28.9666875,41.0225625
Istanbul,Madame Tussauds Istanbul,10639,4.3,Wax museum,,28.9798125,41.0346875
Istanbul,Besiktas,,,Tourist attraction,,29.0088125,41.0424375
Istanbul,Obelisk of Theodosius,1983,4.6,Historical landmark,"Egyptian obelisk with circa-1400 B.C. hieroglyphics, re-erected here in the 4th century A.D.",28.9753125,41.0059375
Istanbul,KidZania,3987,4.3,Children's amusement center,,29.0549375,41.0005625
Istanbul,Istanbul Museum of Modern Art,5409,4.3,Modern art museum,"Riverside museum with Turkish & international modern & contemporary art collections, plus a cinema.",28.9828125,41.0259375
Istanbul,Mediterranean Sea & Black Sea Region Authorized Sightseeing Tours Agency,,,Tourist attraction,,29.1654375,40.9821875
Istanbul,Omar Habashieh    ,1,1.0,Tourist attraction,,28.9439375,41.0175625
Istanbul,Kilic Ali Pasha Mosque,1538,4.8,Mosque,"Domed 1500s mosque featuring colorful tiles & calligraphy, plus a courtyard with a marble fountain.",28.9808125,41.0264375
Istanbul,Kadky Crocodile,1,4.0,Tourist attraction,,29.0243125,40.9900625
Istanbul,Galata tawer,,,Tourist attraction,,28.9850625,41.0370625
Istanbul,Eminn beach Istanbul,5,4.6,Tourist attraction,,28.9755625,41.0173125
Istanbul,Discover Istanbul With Duray,1,1.0,Tourist attraction,,28.9763125,41.0451875
Istanbul,Armenian Church,24,4.5,Church,,28.9513125,41.0033125
Istanbul,Psycho Tourism,,,Tourist attraction,,28.9816875,41.0386875
Istanbul,Eyp Sultan Mosque,52625,4.8,Mosque,A friend of the prophet Muhammad is thought to be buried at this 15-century mosque rebuilt in 1800.,28.9336875,41.0479375
Istanbul,stanbul Trbeler Mzesi Mdrl,45,4.7,Museum,,28.9429375,41.0680625
Istanbul,Rainbow Steps,20,4.2,Tourist attraction,,28.9863125,41.0291875
Istanbul,dealtepe Coast Park,3589,4.6,Park,,29.1110625,40.9369375
Istanbul,Pierre Loti,14211,4.3,Restaurant,Golden Horn vistas are the draw at this cafe named after a French writer & former Istanbul resident. · Dine-in · Takeaway · Delivery,28.9336875,41.0539375
Istanbul,BaBaLu Active Play Park,1603,4.2,Amusement center,"Climbing structures, bounce houses & ball pits, plus a coffee shop, at an indoor center for kids.",28.7875625,41.1014375
Istanbul,Dope Lookout,29,4.1,Tourist attraction,,28.9830625,41.0293125
Istanbul,Sleymaniye Hamam,618,4.5,Hammam,This functional Turkish baths was established in the 1500s & still provides services today.,28.9656875,41.0158125
Istanbul,The Museum of Innocence,1939,4.5,Art museum,19th-century home displaying everyday objects featured in the eponymous novel by Orhan Pamuk.,28.9798125,41.0308125
Istanbul,Column of Constantine,7512,4.6,Historical landmark,Recently restored column atop a stone pedestal built by the ancient Romans as a monument.,28.9713125,41.0085625
Istanbul,Rainbow stairs,29,3.4,Tourist attraction,,28.9666875,41.0165625
Istanbul,Maiden's Tower,16830,4.7,Historical place,,29.0040625,41.0210625
Istanbul,Kariye Mosque,6014,4.4,Mosque,Museum of religious art on the site of a church that was first built here in the 6th century A.D.,28.9391875,41.0311875
Istanbul,Zeyrek Mosque,1694,4.8,Mosque,"Mosque dating from the 12th century, representing a fine example of medieval Byzantine architecture.",28.9571875,41.0196875
Istanbul,Istanbul Conquest Society - Yahya Kemal Museum,168,4.2,Museum,,28.9676875,41.0086875
Istanbul,Ural Ataman Classic Car Museum,630,4.7,Museum,This museum houses a number of vintage cars from all eras with a 50s-style diner in its center.,29.0476875,41.1280625
Istanbul,skdar -stanbul,21,4.4,Tourist attraction,,29.0065625,41.0218125
Istanbul,Kk amlca Korusu,2344,4.5,Park,"Small wooded park with walking paths, seasonal flower beds & ponds, plus playgrounds for kids.",29.0648125,41.0204375
Istanbul,VIALAND Tema Park,39064,4.2,Theme park,Theme park featuring amusement rides for all ages & a shopping center with dining & entertainment.,28.9220625,41.0705625
Istanbul,Istanbul Aquarium,27011,4.4,Aquarium,"Big aquarium complex with around 1,500 species in many large tanks, plus a gift shop & eateries.",28.7989375,40.9650625
Istanbul,Eski stanbul Evleri,7,4.1,Historical landmark,,28.9764375,41.0025625
Istanbul,Hagia Irene,1594,4.3,Museum,"Byzantine, former Orthodox church dating from the 4th century, open as a museum.",28.9811875,41.0095625
Istanbul,Miniaturk,28616,4.6,Museum,"Park with Turkish landmarks, including the Blue Mosque, depicted in miniature format.",28.9491875,41.0589375
Istanbul,Marmara Universitesi Cumhuriyet Muzesi,17,4.5,Museum,,28.9744375,41.0050625
Istanbul,Tombs Museum,47,4.3,Museum,,28.9800625,41.0146875
Istanbul,Little Hagia Sophia,3810,4.7,Mosque,Landmark domed mosque in a former 6th century Byzantine church with an Ottoman-style interior.,28.9721875,41.0026875
Istanbul,Galata Bridge,28494,4.6,Bridge,"Bustling bridge across the Golden Horn with pedestrian walkways & street vendors, with cafes below.",28.9731875,41.0200625
Istanbul,Rahmi M Ko Museum,20358,4.8,Museum,"Museum on transportation, industry & communications with a car collection & some hands-on exhibits.",28.9495625,41.0426875
Istanbul,Istanbul Sapphire observation deck,124,4.5,Observation deck,,29.0064375,41.0850625
Istanbul,Beylerbeyi Palace,10019,4.7,Museum,This 19th-century palace with gardens was once a summer residence for Ottoman sultans.,29.0399375,41.0426875
Istanbul,Yldz Park,29681,4.7,Park,Suburban public park with cafes & a hilltop museum in an Ottoman palace dating from the 1880s.,29.0153125,41.0491875
Istanbul,Grand Mecidiye Mosque Ortaky Mosque,28760,4.8,Mosque,Restored Baroque Revival mosque featuring windows designed to capture the Bosphorus' changing light.,29.0269375,41.0471875
Istanbul,Msr ars,139673,4.5,Shopping mall,"Covered, 17th-century market known as the Egyptian Bazaar, with spice, food & textile shops.",28.9705625,41.0165625
Istanbul,LEGOLAND,3963,4.2,Tourist attraction,"Sprawling, whimsical Lego-themed amusement park with kid-friendly rides & concessions.",28.8961875,41.0455625
Istanbul,Rustem Pasha Mosque,4121,4.7,Mosque,Ottoman mosque from the 16th century decorated with a wide range of floral & geometric tile designs.,28.9688125,41.0175625
Istanbul,Emirgan Park,41351,4.6,Park,"Lush public park featuring an array of plants, 2 ponds, jogging paths & play equipment for kids.",29.0530625,41.1086875
Istanbul,Pera Museum,4498,4.6,Art museum,"Art museum in an ornate former hotel offering painting, ceramics & rotating shows of modern masters.",28.9751875,41.0318125
Istanbul,Glhane Park,50900,4.7,Park,"Venerable, tranquil forested park featuring gardens, paths, a creek & a science museum.",28.9815625,41.0133125
Istanbul,Istanbul Archaeological Museums,12771,4.6,Museum,Neoclassical museum showing the country's rich archaeological heritage within landscaped gardens.,28.9813125,41.0116875
Istanbul,Rumeli Fortress,10769,4.6,Historical place museum,"Hilltop 15th-century fortress with multiple towers, walking paths & water views.",29.0566875,41.0848125
Istanbul,Istanbul Dolphinarium,3020,4.1,Zoo,"Home to bottlenose dolphins, walruses, seals & a beluga whale, with shows & chances to get up close.",28.9429375,41.0619375
Istanbul,Suleymaniye Mosque,42128,4.9,Mosque,"Ornate 16th-century mosque with gardens, a restaurant & a terrace with views over the Golden Horn.",28.9639375,41.0160625
Istanbul,Yedikule Dungeons Museum,2373,4.3,Museum,"7-tower fortress from 1458, known for its royal dungeon that imprisoned many well-known people.",28.9226875,40.9934375
Istanbul,Museum of Turkish and Islamic Arts,3344,4.6,Museum,"Palace museum of Islamic & Turkish art, opened in 1983 & displaying ceramics, carpets & glassware.",28.9746875,41.0061875
Istanbul,Grand Bazaar,112522,4.4,Bazar,"Historic sprawling network of indoor souks & market streets peddling leather, jewelry & gifts.",28.9680625,41.0106875
Istanbul,SEA LIFE,12660,4.3,Tourist attraction,Family-friendly exhibits with a variety of sea creatures (most offer play areas & group packages).,28.8961875,41.0456875
Istanbul,The Blue Mosque,81519,4.7,Mosque,"Well-known site, also known as the Blue Mosque, built in 1616 & containing its founder's tomb.",28.9768125,41.0054375
Istanbul,Galata Tower,134358,4.7,Historical landmark,Restored 5th-century tower and former prison overlooking the Bosphorus with top-floor restaurant.,28.9741875,41.0255625
Istanbul,Hagia Sophia,108368,4.8,Mosque,"Museum with glittering mosaics of Biblical scenes in vast, domed former Byzantine church and mosque.",28.9801875,41.0085625
Istanbul,Dolmabahe Palace,59278,4.7,Castle,"Grand, domed sultan's palace, now a museum, including collections of art, calligraphy and carpets.",29.0004375,41.0391875
Istanbul,Basilica Cistern,34624,4.5,Historical landmark,"Huge underground Roman water source held up with 336 marble columns covering 9,800 sq. meters.",28.9779375,41.0084375
Istanbul,Topkapi Palace Museum,75965,4.7,Museum,"Huge, opulent 15th-century palace, occupied by sultans for 400 years, housing Ottoman treasures.",28.9834375,41.0115625
Istanbul,Visit Istanbul,9,4.7,Information services,,28.9693125,41.0170625
Istanbul,Sultanahmet Square,25918,4.7,Tourist attraction,"Public square with remnants of an ancient hippodrome, with prominent & historic buildings nearby.",28.9756875,41.0063125
Istanbul,Fatih Mosque,30872,4.8,Mosque,"Huge hilltop mosque rebuilt in the 1700s, with 4 semi-domes around a central dome, plus 2 minarets.",28.9499375,41.0196875
Istanbul,Atik Valide Sbyan Mektebi,4,4.8,Historical landmark,,29.0243125,41.0184375
Istanbul,Jinkus and Co Armenian Heritage Site,1,5.0,Tourist attraction,,28.9698125,41.0093125
Istanbul,Istanbul Tourist Pass,134,4.2,Sightseeing tour agency,,28.9901875,41.0324375
Istanbul,Siyah Tulip,14,4.3,Tour agency,,28.9889375,41.0618125
Istanbul,Takkeci brahim avu Camii,197,4.8,Mosque,,28.9211875,41.0225625
Istanbul,Tours Flame,8,4.6,Tour agency,,28.6674375,41.0114375
